lead_country;Cidade DSC;MICROZONE_COVERED;MICROZONE_NAME;ID Externo;Primeiro Nome;Rank;Endereço;Telefone;Pontuacao_Brand;Hunter;Nome do Lead;Nome da Brand;Brand ID;ID Cidade;URL do Menu;Prioridade;Latitude;Longitude;Source;Category;Status;Reason;Campo Ignorable;Owners name;Owners email;addressType;googlePlaceId;ownersLastName;Coverage;SUB_CLASSIFICATION;STORE_ID
Brasil;Campinas;1126;SP - VCP - Mansões;ChIJPUsksoHGyJQReAXYNk9JwgM;mr cheney;AAA;avenida guilherme campos 500 shop 079 jardim santa genebra; 19 3209 2561;;luis.brisola@rappi.com;mr cheney;mr cheney;-64689504;47;;198.0;-22.848269100000003;-47.0635732;Outbound;189;Approved;Full service;;;;restaurant;ChIJPUsksoHGyJQReAXYNk9JwgM;;Si;Ouro;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;a738300757be04a476d7e71e775937af18609063;gianni ii;AAA;r jacy teixeira de camargo 940;+5511932271399;;luis.brisola@rappi.com;gianni ii;gianni ii;-88978332;47;;51.0;-22.9326789;-47.0772579;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;0ebe091b52025a12177ef4a9ecf1c288560e0fb0;scada cafe;AAA;state of sao paulo brazil r jacy teixeira de camargo 940 13050 913;551932277099 - 551932277099 - 551932277099;;julienny.cunha@rappi.com;scada cafe;scada cafe;-31793010;47;;148.0;-22.932772600000003;-47.078067;Outbound;189;Approved;Full service;;;;restaurant;0ebe091b52025a12177ef4a9ecf1c288560e0fb0;;Si;Diamante;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJOz9ehyvGyJQR_WdwdsWqsCc;dona chica restaurante;AAA;avenida governador pedro de toledo 2536 bonfim;(19) 3243-2820 - 551932432820 - 551932432820 - 19982124327 1935186220 ;;luis.brisola@rappi.com;dona chica restaurante;dona chica;-34071841;47;;179.0;-22.89693745;-47.09446419999999;Outbound;189;Approved;Full service;;;;restaurant;ChIJOz9ehyvGyJQR_WdwdsWqsCc;;Si;Ouro;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJXycwk9LHyJQR_WPcMnsGdKU;imperador cartola;AAA;avenida marechal rondon 1939 jardim eulina;(19) 99746-2652 - 5519997462652;;julienny.cunha@rappi.com;imperador cartola;imperador cartola;-43006986;47;;186.0;-22.8951919;-47.0989693;Outbound;189;Approved;Full service;;;;restaurant;ChIJXycwk9LHyJQR_WPcMnsGdKU;;Si;Ouro;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;e06229031ec6ba7d1cda571d2c200f6a3c644f47;pizzaria capricho;AAA;state of sao paulo brazil r joaquim alves da costa 323 13032 520;551932413744 - 551932413744 - 551932413744;;suelen.medeiros@rappi.com;pizzaria capricho;pizzaria capricho;-96009335;47;;201.0;-22.90505345;-47.08297402500001;Outbound;189;Approved;Full service;;;;restaurant;e06229031ec6ba7d1cda571d2c200f6a3c644f47;;Si;Ouro;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJHSqd1JvIyJQRQb97vNYILnY;pizzaria capricho;AAA;r joaquim alves da costa 323 jardim bonfim;(19) 3241-3744;;suelen.medeiros@rappi.com;pizzaria capricho;pizzaria capricho;-65644771;47;;202.0;-22.9050346;-47.08293870000001;Outbound;189;Approved;Full service;;;;restaurant;ChIJHSqd1JvIyJQRQb97vNYILnY;;Si;Ouro;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJoeaS2N_IyJQRkX6vx0YYbHM;papa pastel;AAA;r jacy teixeira de camargo 940 jardim do lago; 19 3229 9341 -  55 19 3229 9341 - 551932299341 - 551932299341;;julienny.cunha@rappi.com;papa pastel;papa pastel;-54399560;47;;415.0;-22.9329224;-47.077698299999994;Outbound;189;Approved;Full service;;;;restaurant;ChIJoeaS2N_IyJQRkX6vx0YYbHM;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;813924cf47d58cc31f50e0fbdf42894684e75334;casa da sobremesa;AAA;state of sao paulo brazil shopping r jacy teixeira de camargo 940;551932694700 - 551932694700;;luis.brisola@rappi.com;casa da sobremesa;casa da sobremesa;-67157829;47;;416.0;-22.932866;-47.077901000000004;Outbound;189;Approved;Full service;;;;restaurant;813924cf47d58cc31f50e0fbdf42894684e75334;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;0da382cd506f5b1c54584a1edcf31603c22aa660;risotto mix;AAA;state of sao paulo brazil r jacy teixeira de camargo 940 13050 913;;;julienny.cunha@rappi.com;risotto mix;risotto mix;-80799214;47;;417.0;-22.9329138;-47.07615670000001;Outbound;189;Approved;Full service;;;;restaurant;0da382cd506f5b1c54584a1edcf31603c22aa660;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJbclHk9_IyJQRPsNwh5oA1nk;roasted potato;AAA;rua jacy teixeira de camargo 940 loja 306 jardim do lago;(19) 3268-9000;;luis.brisola@rappi.com;roasted potato;roasted potato;-70099940;47;;418.0;-22.9332698;-47.07774000000001;Outbound;189;Approved;Full service;;;;restaurant;ChIJbclHk9_IyJQRPsNwh5oA1nk;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;d1b1e75e34f1d8c1904ab11b7ffdf9e1b3261468;boteco da vila;AAA;state of sao paulo brazil r alferes raimundo 18 13035 020;551933958013 - 551933958013;;julienny.cunha@rappi.com;boteco da vila;boteco da vila;-84085131;47;;419.0;-22.9092149;-47.074436299999995;Outbound;189;Approved;Full service;;;;restaurant;d1b1e75e34f1d8c1904ab11b7ffdf9e1b3261468;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJ07bhl73IyJQRJ8mJK7lanDY;temakeria kazuaki a melhor comida japonesa;AAA;r dr sales de oliveira 1735 vila industrial;(19) 3272-1237;;suelen.medeiros@rappi.com;temakeria kazuaki a melhor comida japonesa;temakeria kazuaki a melhor comida japonesa;-93995743;47;;420.0;-22.908471399999996;-47.0765575;Outbound;189;Approved;Full service;;;;restaurant;ChIJ07bhl73IyJQRJ8mJK7lanDY;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ebee89926b36550bc039039a288d0796f996d875;bino top grill;AAA;state of sao paulo brazil avenida mal rondon 2024 13070 175;(19) 99559-2088;;julienny.cunha@rappi.com;bino top grill;bino top grill;-10803274;47;;535.0;-22.894487899999998;-47.0992781;Outbound;189;Approved;Full service;;;;restaurant;ebee89926b36550bc039039a288d0796f996d875;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;f2332c3080d18c2a3f274755aae98eeb062936bf;quintal do outro gordo;AAA;state of sao paulo brazil avenida mal rondon 1801 1879 13063 001;;;luis.brisola@rappi.com;quintal do outro gordo;quintal outro gordo;-47179493;47;;536.0;-22.895652399999996;-47.0981152;Outbound;189;Approved;Full service;;;;restaurant;f2332c3080d18c2a3f274755aae98eeb062936bf;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;dd5cd5645653d7f0584961ffee91bcf73a3cc1b4;tratoria palermo;AAA;rua helio martinelli 527 jardim uruguai state of sao paulo 13059 852 brazil;1932942087;;suelen.medeiros@rappi.com;tratoria palermo;tratoria palermo;-91066117;47;;537.0;-22.8936;-47.09628;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJfyzeS9PHyJQRxLHO2txAl48;embratel;AAA;rua antonio vilela junior 33 jardim bandeirantes;(19) 3243-0260;;luis.brisola@rappi.com;embratel;embratel;-43598636;47;;538.0;-22.8969966;-47.0973185;Outbound;189;Approved;Full service;;;;restaurant;ChIJfyzeS9PHyJQRxLHO2txAl48;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJ40QMnyzGyJQR8Hwakss6rEw;ximenes churrascaria e restaurante;AAA;rua joao gutemberg 138 jardim bandeirantes;(19) 3241-4003;;julienny.cunha@rappi.com;ximenes churrascaria e restaurante;ximenes churrascaria e;-54289374;47;;539.0;-22.8973218;-47.095888099999996;Outbound;189;Approved;Full service;;;;restaurant;ChIJ40QMnyzGyJQR8Hwakss6rEw;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJPWti6dLHyJQRyPOCvpw96Lk;caminito tango bar;AAA;avenida mal rondon 1960 jardim quarto centenario;(19) 3241-0937;;luis.brisola@rappi.com;caminito tango bar;caminito tango bar;-66979104;47;;540.0;-22.8948383;-47.09883189999999;Outbound;189;Approved;Full service;;;;restaurant;ChIJPWti6dLHyJQRyPOCvpw96Lk;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJJUETKbrHyJQRMiagm327aPQ;trailer de lanche;AAA;avenida mal rondon 1825 jardim eulina;(19) 98938-7036;;luis.brisola@rappi.com;trailer de lanche;trailer;-45379424;47;;541.0;-22.8959091;-47.0981515;Outbound;189;Approved;Full service;;;;restaurant;ChIJJUETKbrHyJQRMiagm327aPQ;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;799a9a28f298591b5a2dbfb4dd316676404998e8;pizzetas;AAA;vila industrial;991957335 - 551932721852 - 551932721852;;luis.brisola@rappi.com;pizzetas;pizzetas;-9827506;47;;546.0;-22.908998800000006;-47.08042426666666;Outbound;189;Approved;Full service;;;;restaurant;799a9a28f298591b5a2dbfb4dd316676404998e8;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJm7u9AZfIyJQRwvjWqy_uELc;pizzetas pizzaria;AAA;avenida dr carlos de campos 349 vila industrial; 19 3272 1852;;julienny.cunha@rappi.com;pizzetas pizzaria;pizzetas pizzaria;-92212845;47;;547.0;-22.908998699999998;-47.0804244;Outbound;189;Approved;Full service;;;;restaurant;ChIJm7u9AZfIyJQRwvjWqy_uELc;;Si;Prata;
Brasil;Campinas;1704;SP - VCP - Vila Industrial;ChIJc_kbOJDIyJQRReIkwejY0D8;garagem lanches;AAA;praca dos viajantes 85 vila dutra;(19) 98222-3394;;luis.brisola@rappi.com;garagem lanches;garagem;-69247467;47;;548.0;-22.910453600000004;-47.0863428;Outbound;189;Approved;Full service;;;;restaurant;ChIJc_kbOJDIyJQRReIkwejY0D8;;Si;Prata;
Brasil;Campinas;3079;SP - VCP - Galleria;1a0bef59628cec8c0b0290b2a9a1e31f60b09335;gianni i;AAA;avenida bailarina selma parada;+551933654744;;mayara.gutierrez@rappi.com;gianni i;gianni i;-44500643;47;;47.0;-22.863262168000002;-47.023499596;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Campinas;3079;SP - VCP - Galleria;72662ee4e2c6db0da487bd69103df7f7609decfa;lojas americanas;AAA;avenida iguatemi 777 j brandina;+551999480570;;luis.brisola@rappi.com;lojas americanas;lojas americanas;-49879319;47;;138.0;-22.892523100000002;-47.027427100000004;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Campinas;3079;SP - VCP - Galleria;ad0740cfa5b9c7091c23504a6289fc4c350e1a3a;giusto i;AAA;avenida bailarina selma parada; 551933654744;;mayara.gutierrez@rappi.com;giusto i;giusto i;-76972692;47;;145.0;-22.863276199999998;-47.0236533;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Campinas;3079;SP - VCP - Galleria;ChIJVVUUaHHPyJQRi4ZDNGCBU5I;restaurante parrillada el tranvia;AAA;avenida iguatemi 777 vila brandina;(19) 3294-1345;;gabriela.botelho@rappi.com;restaurante parrillada el tranvia;parrillada el tranvia;-60808075;47;;343.0;-22.8925414;-47.0290181;Outbound;189;Approved;Full service;;;;restaurant;ChIJVVUUaHHPyJQRi4ZDNGCBU5I;;Si;Ouro;
Brasil;Campinas;3080;SP - VCP - Gramado;2382bc9c4a2e5fdcc70e2c0ccdf6c6ac23b210da;la cakerie;AAA;rua dos vidoeiros 455 gramado mall loja 13 state of sao paulo 13101 680 brazil;19999230076;;julienny.cunha@rappi.com;la cakerie;la cakerie;-88190414;47;;451.0;-22.904222;-47.013874;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Prata;
Brasil;Campinas;3080;SP - VCP - Gramado;262e6cc6ed6bec8de95d072648973daa8a5cf5d0;l notre buffet e rosticeria;AAA;rua dos vidoeiros 455 gramado mall loja12 state of sao paulo 13101 680 brazil; 19 3291 3413;;luis.brisola@rappi.com;l notre buffet e rosticeria;l notre buffet e rosticeria;-55596119;47;;452.0;-22.904222;-47.013874;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Prata;
Brasil;Campinas;3081;SP - VCP - Barão Geraldo;923cda6cb36a1dd9e6073f026726f87204561c37;bambu barao;AAA;state of sao paulo brazil avenida modesto fernandes 103 13084 190;5519999842760 - 5519999842760 - 5519999842760;;luis.brisola@rappi.com;bambu barao;bambu barao;-76862191;47;;109.0;-22.82737860000001;-47.08148789999999;Outbound;189;Approved;Full service;;;;restaurant;923cda6cb36a1dd9e6073f026726f87204561c37;;Si;Diamante;
Brasil;Campinas;3081;SP - VCP - Barão Geraldo;c23c95c2f6341bc1ccdc1ba4e7fd8fa1ef5a1ca4;republica dos espetos;AAA;barao geraldo;32490858 -  19 3249 0858;;gabriela.botelho@rappi.com;republica dos espetos;republica dos espetos;-40918597;47;;338.0;-22.82891203333333;-47.07949893333333;Outbound;189;Approved;Full service;;;;restaurant;c23c95c2f6341bc1ccdc1ba4e7fd8fa1ef5a1ca4;;Si;Ouro;
Brasil;Campinas;3081;SP - VCP - Barão Geraldo;ChIJiY0cdsfGyJQRIYH7jR-C4S4;cafe cremona;AAA;galeria flamboyant avenida albino j b de oliveira 830 jardim santa genebra ii barao geraldo; 19 99198 0576;;gabriela.botelho@rappi.com;cafe cremona;cafe cremona;-31630453;47;;340.0;-22.8311756;-47.0782208;Outbound;189;Approved;Full service;;;;restaurant;ChIJiY0cdsfGyJQRIYH7jR-C4S4;;Si;Ouro;
Brasil;Campinas;3081;SP - VCP - Barão Geraldo;ChIJyy_d5MjGyJQRFh-1ARAUyK8;pastelaria oba oba;AAA;rua benedito alves aranha 115 barao geraldo; 19 3249 1908;;luis.brisola@rappi.com;pastelaria oba oba;pastelaria oba;-13679263;47;;341.0;-22.828269600000002;-47.0808795;Outbound;189;Approved;Full service;;;;restaurant;ChIJyy_d5MjGyJQRFh-1ARAUyK8;;Si;Ouro;
Brasil;Campinas;3081;SP - VCP - Barão Geraldo;ChIJGyFBR8jGyJQRtOYWDphKzVg;casa de frango rotisseria barao;AAA;avenida albino j b de oliveira 1164 barao geraldo; 19 3289 4949;;luis.brisola@rappi.com;casa de frango rotisseria barao;casa frango rotisseria barao;-26924655;47;;342.0;-22.8280861;-47.0790512;Outbound;189;Approved;Full service;;;;restaurant;ChIJGyFBR8jGyJQRtOYWDphKzVg;;Si;Ouro;
Brasil;Campinas;3081;SP - VCP - Barão Geraldo;ChIJF50BPcvGyJQRte5ZkCjYdC8;espeto cia;AAA;avenida albino j b de oliveira 1885 jardim afife; 19 98152 4946;;luis.brisola@rappi.com;espeto cia;espeto cia;-22753577;47;;459.0;-22.8217534;-47.080946600000004;Outbound;189;Approved;Full service;;;;restaurant;ChIJF50BPcvGyJQRte5ZkCjYdC8;;Si;Prata;
Brasil;Curitiba;376;PR - CWB - Jardim Social;ChIJtau5Yk7k3JQRqlHYwFANGbU;restaurante cristo rei;AAA;shopping cristo rei rua padre germano mayer 679 alto da xv;(41) 3016-1518;;rafaela.candido@rappi.com;restaurante cristo rei;cristo rei;-15995546;29;;490.0;-25.429585999999997;-49.2495982;Outbound;189;Approved;Full service;;;;restaurant;ChIJtau5Yk7k3JQRqlHYwFANGbU;;Si;Ouro;
Brasil;Curitiba;376;PR - CWB - Jardim Social;265fe3abc770cdd19787f2efb148b6aee6947fde;pizzaria la pizza;AAA;r padre germano mayer 427 loja 1; 554130451313;;raniel.galvao@rappi.com;pizzaria la pizza;pizzaria la pizza;-45417575;29;;496.0;-25.4316158;-49.2495963;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;376;PR - CWB - Jardim Social;b9414f2fef462e5d9b5a8c6378d248c5b37ac659;rapidita pizzaria unidade alto da xv;AAA;state of parana brazil avenida sen souza naves 241 80045 060;(41) 3263-1717;;rafaela.candido@rappi.com;rapidita pizzaria unidade alto da xv;rapidita pizzaria unidade alto da xv;-21180280;29;;514.0;-25.430575;-49.2553189;Outbound;189;Approved;Full service;;;;restaurant;b9414f2fef462e5d9b5a8c6378d248c5b37ac659;;Si;Ouro;
Brasil;Curitiba;376;PR - CWB - Jardim Social;90a2a9eb3ebe6cbd7ad18c08df4d193c913aa979;v8 cafe;AAA;rua fernando amaro 60 state of parana 80045 080 brazil; 55 41 99681 7455;;raniel.galvao@rappi.com;v8 cafe;v8 cafe;-55057704;29;;819.0;-25.42812;-49.25782;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Prata;
Brasil;Curitiba;376;PR - CWB - Jardim Social;76a6516870f2e4c369c41f55de7535ef18526b89;don lorenzo pescados e frutos do mar;AAA;rua sete de abril;40030053 - 41991612167 4130137583 ;;rafaela.candido@rappi.com;don lorenzo pescados e frutos do mar;don lorenzo pescados e frutos mar;-91654930;29;;1126.0;-25.430813;-49.256788;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Prata;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;bf9e5c06fbf7b9b26799a154ba379154e570737b;varandas gril;AAA;alameda presidente taunay 512 st bueno state of parana 80430 000 brazil;554130750049;;raniel.galvao@rappi.com;varandas gril;varandas gril;-85332939;29;;301.0;-25.43511;-49.28569;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;a8fa8f268bd18901cb89b925c320fda5ba7a1590;cafe do chef;AAA;alameda doutor carlos de carvalho 1154 centro state of parana 80730 200 brazil;;;rafaela.candido@rappi.com;cafe do chef;cafe chef;-73115122;29;;332.0;-25.43519;-49.28599000000001;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;ca21c2701d2137febe1423158640986bf224c1b0;c lavie restaurante;AAA;al presidente taunay;0;;raniel.galvao@rappi.com;c lavie restaurante;c lavie;-14925061;29;;333.0;-25.434993;-49.285816;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;4ba9ac01cd5885ef2271af974c206febbb16d290;pizzaiolo;AAA;alameda doutor carlos de carvalho ter 990 centro state of parana 80430 180 brazil;;;rafaela.candido@rappi.com;pizzaiolo;pizzaiolo;-27090996;29;;334.0;-25.43473;-49.28436;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;50c3ea1424ad239dd052ef9e31567703c7752686;nutricao e vida;AAA;alameda doutor carlos de carvalho 1027 lj 12 centro state of parana 80730 200 brazil;;;raniel.galvao@rappi.com;nutricao e vida;nutricao e vida;-15221995;29;;335.0;-25.43511;-49.28457;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;ea713bb1805d08263afdb37218ded85743fcb293;cafe frida;AAA;rua fernando simas 260 centro state of parana 80430 190 brazil;;;rafaela.candido@rappi.com;cafe frida;cafe frida;-26187122;29;;391.0;-25.433410000000002;-49.28771;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;df42feeca4a9abeb1d6c2c1b5991b3ee305fe792;bistro du taste vin;AAA;alameda presidente taunay 681 bigorrilho state of parana 80430 000 brazil;;;raniel.galvao@rappi.com;bistro du taste vin;bistro du taste vin;-9290197;29;;392.0;-25.433729999999997;-49.28634;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Diamante;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;bff033b1e387dc04a8699e0cf9e47140d4e50696;maggiore;AAA;alameda presidente taunay 0;48991124476;;rafaela.candido@rappi.com;maggiore;maggiore;-71624294;29;;425.0;-25.432824;-49.2867;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;ChIJnRXbpeXj3JQRrxtyjs9RAbs;ws espaco gourmet;AAA;avenida candido hartmann 1199 bigorrilho;(41) 3503-1574 -  554135031574;;raniel.galvao@rappi.com;ws espaco gourmet;ws espaco gourmet;-25597824;29;;515.0;-25.42776683333333;-49.29714333333334;Outbound;189;Approved;Full service;;;;restaurant;ChIJnRXbpeXj3JQRrxtyjs9RAbs;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;e822e1a0cd29288d6f6d11a80d0b3b721d27b0d4;izakaya kabuki;AAA;alameda doutor carlos de carvalho 1652 state of parana 80730 200 brazil; 55 41 3013 5490 - 554130135490;;rafaela.candido@rappi.com;izakaya kabuki;izakaya kabuki;-79510098;29;;589.0;-25.436875;-49.290615;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;1e7da6245a399ff7f955465a98b2b8db585a3e20;amore cucina italiana;AAA;alameda doutor carlos de carvalho 1652 bigorrilho state of parana 80730 200 brazil;41996699533 41996699533 4135854005 4135854005 4135854005 ;;raniel.galvao@rappi.com;amore cucina italiana;amore cucina italiana;-43518574;29;;590.0;-25.4369655;-49.290607;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;b5f4bc1ece45f3145c06cf7c59f29635ee900cec;grill pizza e cia;AAA;alameda princesa izabel 1338 frances state of parana 80730 080 brazil;;;rafaela.candido@rappi.com;grill pizza e cia;grill pizza e cia;-53112275;29;;592.0;-25.43267;-49.29014;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;58b20c21e704f0f9245762d16458a34e9f5edbec;maxi pizza;AAA;praca alfredo andersen 290 bigorrilho state of parana 80730 160 brazil;;;raniel.galvao@rappi.com;maxi pizza;maxi pizza;-41042520;29;;597.0;-25.434089999999998;-49.29063;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;7082e83463b4ee9c31de919a869517c0ac08d3cb;hanuman cafe;AAA;alameda princesa izabel 988 fundos state of parana 80730 080 brazil;41 99683 0116;;rafaela.candido@rappi.com;hanuman cafe;hanuman cafe;-3740597;29;;598.0;-25.431244;-49.28706;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;6dfc33bc8054783f6da2909d9ee0518d5febc352;lanchonete santarem;AAA;praca alfredo andersen 1815 bigorrilho state of parana 80730 160 brazil;;;raniel.galvao@rappi.com;lanchonete santarem;santarem;-12532075;29;;599.0;-25.43459;-49.29074;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;7115e77ae237a3d20c12867ee537230fa0357375;milk creamery;AAA;alameda doutor carlos de carvalho 1652 fresh live market state of parana 80730 201 brazil; 55 41 9665 2020;;rafaela.candido@rappi.com;milk creamery;milk creamery;-65316402;29;;600.0;-25.43705;-49.29053;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;ChIJ0bxmxznj3JQRe2XlOJnziOg;tapiocaria moura;AAA;rua saldanha marinho;(41) 99860-0140;;raniel.galvao@rappi.com;tapiocaria moura;tapiocaria moura;-55466416;29;;636.0;-25.4354576;-49.2895527;Outbound;189;Approved;Full service;;;;restaurant;ChIJ0bxmxznj3JQRe2XlOJnziOg;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;ChIJiVHtuk3j3JQR4xI8ODbPjAE;lina bistro loja e prosa;AAA;rua alferes angelo sampaio 2675 bigorrilho;+55 41 99266-6478;;rafaela.candido@rappi.com;lina bistro loja e prosa;lina bistro loja e prosa;-26731599;29;;662.0;-25.431375699999997;-49.29043215;Outbound;189;Approved;Full service;;;;restaurant;ChIJiVHtuk3j3JQR4xI8ODbPjAE;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;ChIJKdvVd6fm3JQRWMhbrlltGcg;pizzaria bodybuilder bigorrilho;AAA;r des otavio do amaral 149 bigorrilho;(41) 3402-0333;;raniel.galvao@rappi.com;pizzaria bodybuilder bigorrilho;pizzaria bodybuilder bigorrilho;-30655423;29;;663.0;-25.4352236;-49.2923209;Outbound;189;Approved;Full service;;;;restaurant;ChIJKdvVd6fm3JQRWMhbrlltGcg;;Si;Ouro;
Brasil;Curitiba;380;PR - CWB - Bigorrilho;b4249028ba9889098317b018aaa610ecfb0f0484;spazio cosa nostra;AAA;rua francisco rocha 1657 state of parana 80730 390 brazil;41 3319 1562 - 554133191562;;rafaela.candido@rappi.com;spazio cosa nostra;spazio cosa nostra;-52115227;29;;766.0;-25.431815015;-49.29522167;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
Brasil;Curitiba;384;PR - CWB - Merces;cbf07d95ddc1c2d2625042d87e79b34686a74aee;choripan;AAA;state of parana brazil r tapajos 30 80510 330;554188387569 - 554188387569 - 554188387569 - 554188387569;;raniel.galvao@rappi.com;choripan;choripan;-46413402;29;;377.0;-25.422593799999998;-49.281869;Outbound;189;Approved;Full service;;;;restaurant;cbf07d95ddc1c2d2625042d87e79b34686a74aee;;Si;Diamante;
Brasil;Curitiba;384;PR - CWB - Merces;af4ce6a8a7090d318bae358cacbc2af9b4351ebb;kiko s;AAA;state of parana brazil r padre anchieta 488 80430 060;554132233106 - 554132233106 - 554132233106 - 554132233106 - 554132233106;;rafaela.candido@rappi.com;kiko s;kiko;-13006880;29;;445.0;-25.427156;-49.284847;Outbound;189;Approved;Full service;;;;restaurant;af4ce6a8a7090d318bae358cacbc2af9b4351ebb;;Si;Ouro;
Brasil;Curitiba;384;PR - CWB - Merces;ChIJeWuvVerj3JQRStQ4byB3NDs;santo crepe;AAA;avenida candido hartmann 1110 merces;(41) 98859-6006;;raniel.galvao@rappi.com;santo crepe;santo crepe;-26037979;29;;753.0;-25.427939000000002;-49.296384;Outbound;189;Approved;Full service;;;;restaurant;ChIJeWuvVerj3JQRStQ4byB3NDs;;Si;Ouro;
Brasil;Curitiba;384;PR - CWB - Merces;ChIJPb1_Fq7j3JQRurLG9kyby0k;38 floor bistro romantico;AAA;cobertura rua padre anchieta 1287 bigorrilho;(41) 3014-0141 -  55 41 3014 0141;;rafaela.candido@rappi.com;38 floor bistro romantico;38 floor bistro romantico;-35170292;29;;765.0;-25.43026255;-49.29193195000001;Outbound;189;Approved;Full service;;;;restaurant;ChIJPb1_Fq7j3JQRurLG9kyby0k;;Si;Ouro;
Brasil;Curitiba;384;PR - CWB - Merces;f8ae3dab0b71d9d3ee43eaaab367a3031f8ef93c;restaurante contadini;AAA;rua fernando simas 808 state of parana 80710 660 brazil;41 3092 2271;;raniel.galvao@rappi.com;restaurante contadini;contadini;-57590932;29;;771.0;-25.42885;-49.28989;Outbound;189;Approved;Full service;;;;restaurant;nan;;Si;Ouro;
